,fecha,abrir,max,min,cerrar,cierre_ajustado,volumen,volatilidad
3381,10 may 2012,1.2937,1.2979,1.2926,1.2937,1.2937,,0.06831161687443774
3121,10 may 2013,1.3034,1.3051,1.2938,1.3034,1.3034,,0.06447586370107777
2340,10 may 2016,1.1384,1.1406,1.1362,1.1388,1.1388,,0.1060500683639574
2079,10 may 2017,1.0887,1.09,1.0859,1.0887,1.0887,,0.13991816536818985
1820,10 may 2018,1.1848,1.1942,1.1845,1.1847,1.1847,,0.09463240988160578
1559,10 may 2019,1.1219,1.1252,1.1219,1.1222,1.1222,,0.08344137462913902
1039,10 may 2021,1.2168,1.2177,1.2137,1.2171,1.2171,,0.05089700384109444
778,10 may 2022,1.0566,1.0586,1.0527,1.0566,1.0566,,0.06644187685489042
517,10 may 2023,1.0965,1.1005,1.0943,1.0965,1.0965,,0.06519637259848449
255,10 may 2024,1.0785,1.0793,1.0762,1.0785,1.0785,,0.062365751819411834
5314,10 nov 2004,1.29,1.2984,1.2862,1.2886,1.2886,,0.10047160295327423
5054,10 nov 2005,1.1775,1.179,1.1674,1.1676,1.1676,,0.09413290073083058
4793,10 nov 2006,1.2837,1.2894,1.2834,1.2854,1.2854,,0.10034474076901237
4294,10 nov 2008,1.2825,1.2926,1.2726,1.2748,1.2748,,0.09320537538146711
4033,10 nov 2009,1.5005,1.502,1.4943,1.499,1.499,,0.12047975763587834
3772,10 nov 2010,1.377,1.3821,1.3675,1.3772,1.3772,,0.12427348872547164
3511,10 nov 2011,1.3527,1.365,1.3486,1.3527,1.3527,,0.0900979578014941
2731,10 nov 2014,1.2462,1.2509,1.243,1.2461,1.2461,,0.09924511574883592
2470,10 nov 2015,1.076,1.0763,1.0676,1.076,1.076,,0.1588231248905522
2208,10 nov 2016,1.092,1.0955,1.0866,1.0921,1.0921,,0.14116283859429918
1948,10 nov 2017,1.1645,1.1675,1.1624,1.1647,1.1647,,0.11486001044750208
1168,10 nov 2020,1.1823,1.1844,1.1781,1.1827,1.1827,,0.0695019568069877
907,10 nov 2021,1.1594,1.1598,1.1513,1.1596,1.1596,,0.04765487383259389
646,10 nov 2022,1.002,1.0183,0.9938,1.002,1.002,,0.07449783218322861
385,10 nov 2023,1.0668,1.0693,1.0658,1.0668,1.0668,,0.07767665672517395
5077,10 oct 2005,1.2116,1.2152,1.2045,1.2049,1.2049,,0.08574744894164774
4816,10 oct 2006,1.2601,1.2613,1.2524,1.2532,1.2532,,0.10219613495627143
4556,10 oct 2007,1.4108,1.4171,1.4097,1.4141,1.4141,,0.1619746122082108
4315,10 oct 2008,1.36,1.3636,1.3283,1.3398,1.3398,,0.13269650711303618
3534,10 oct 2011,1.3386,1.369,1.3381,1.3386,1.3386,,0.0818764129649063
3272,10 oct 2012,1.2858,1.2912,1.284,1.2858,1.2858,,0.06129078234122834
3013,10 oct 2013,1.3519,1.3545,1.349,1.352,1.352,,0.04580074235205992
2752,10 oct 2014,1.2689,1.2716,1.261,1.2689,1.2689,,0.03707576027541261
2231,10 oct 2016,1.1195,1.1202,1.1151,1.1197,1.1197,,0.09250121620822069
1971,10 oct 2017,1.1742,1.1818,1.1742,1.1742,1.1742,,0.09257227986822013
1711,10 oct 2018,1.1504,1.1542,1.1481,1.1507,1.1507,,0.095573767321374
1451,10 oct 2019,1.0986,1.1034,1.098,1.0988,1.0988,,0.06611847699395575
669,10 oct 2022,0.9735,0.9752,0.9683,0.9735,0.9735,,0.07811976062431575
408,10 oct 2023,1.0579,1.062,1.0556,1.0579,1.0579,,0.0797637574340654
146,10 oct 2024,1.0943,1.0954,1.0914,1.0943,1.0943,,0.06569640781656534
5356,10 sept 2004,1.2244,1.2306,1.2206,1.2273,1.2273,,0.09158224718798087
4337,10 sept 2008,1.415,1.4172,1.396,1.3984,1.3984,,0.16614346812318648
4076,10 sept 2009,1.4584,1.4585,1.4577,1.4581,1.4581,,0.17814962812198074
3815,10 sept 2010,1.269,1.2744,1.2647,1.2693,1.2693,,0.14375768501196703
3294,10 sept 2012,1.2796,1.2804,1.2773,1.2796,1.2796,,0.09721143451261194
3034,10 sept 2013,1.3256,1.3278,1.3232,1.3258,1.3258,,0.08064082712869329
2774,10 sept 2014,1.294,1.2963,1.2899,1.2942,1.2942,,0.07718118293988402
2513,10 sept 2015,1.1219,1.128,1.1175,1.1221,1.1221,,0.0790097145925741
1733,10 sept 2018,1.1559,1.1614,1.1528,1.1561,1.1561,,0.09042744605483492
1473,10 sept 2019,1.1047,1.1059,1.1032,1.1048,1.1048,,0.10217159585716654
1211,10 sept 2020,1.1806,1.1915,1.1803,1.1806,1.1806,,0.0746064541443985
950,10 sept 2021,1.1824,1.1853,1.1819,1.1826,1.1826,,0.03483852752342272
168,10 sept 2024,1.1038,1.105,1.1016,1.1038,1.1038,,0.03910283877163262
5206,11 abr 2005,1.2921,1.3,1.2911,1.2971,1.2971,,0.0790372823419443
4946,11 abr 2006,1.2112,1.2154,1.2096,1.2148,1.2148,,0.06980681915114148
4685,11 abr 2007,1.343,1.3441,1.3414,1.344,1.344,,0.0947243263370086
4427,11 abr 2008,1.5743,1.585,1.5741,1.5822,1.5822,,0.17817379717567874
3664,11 abr 2011,1.4461,1.4483,1.4422,1.4462,1.4462,,0.14201886494406202
3402,11 abr 2012,1.3075,1.3154,1.3067,1.3074,1.3074,,0.14064071956584878
3142,11 abr 2013,1.3053,1.314,1.3046,1.3055,1.3055,,0.11824664054424416
2882,11 abr 2014,1.3889,1.3906,1.3866,1.3886,1.3886,,0.11487759572692871
2361,11 abr 2016,1.1407,1.145,1.1374,1.1403,1.1403,,0.1153957321567824
2100,11 abr 2017,1.0598,1.0629,1.0579,1.0598,1.0598,,0.1353944127355337
1841,11 abr 2018,1.2364,1.2394,1.2354,1.2363,1.2363,,0.130222866655592
1580,11 abr 2019,1.1276,1.1287,1.1256,1.1277,1.1277,,0.12736523466001304
799,11 abr 2022,1.0885,1.0933,1.0875,1.0885,1.0885,,0.0671937645916668
538,11 abr 2023,1.0869,1.0927,1.0868,1.0869,1.0869,,0.06945637479742492
276,11 abr 2024,1.0742,1.0756,1.07,1.0742,1.0742,,0.0665835715473446
16,11 abr 2025,1.1258,1.1472,1.1251,1.1258,1.1258,,0.024497489667319308
5378,11 ago 2004,1.2238,1.2248,1.2199,1.2222,1.2222,,0.06054508237669157
5118,11 ago 2005,1.2387,1.2477,1.2381,1.2473,1.2473,,0.07903294882515961
4858,11 ago 2006,1.2792,1.2801,1.2721,1.2725,1.2725,,0.08462396232746494
4098,11 ago 2009,1.4155,1.4157,1.4149,1.415,1.415,,0.10454885460874278
3837,11 ago 2010,1.3186,1.3186,1.2872,1.3185,1.3185,,0.07588408924142089
3576,11 ago 2011,1.4129,1.4286,1.4107,1.4125,1.4125,,0.07787668457246905
2796,11 ago 2014,1.3405,1.3409,1.3381,1.3405,1.3405,,0.06165184506565714
2535,11 ago 2015,1.1018,1.1086,1.0961,1.1017,1.1017,,0.12809253686300343
2273,11 ago 2016,1.1186,1.1191,1.1138,1.1186,1.1186,,0.13981966242270805
2013,11 ago 2017,1.177,1.1832,1.1749,1.177,1.177,,0.13892113950007792
1233,11 ago 2020,1.1738,1.1805,1.1723,1.1738,1.1738,,0.0944479062764243
972,11 ago 2021,1.172,1.1747,1.1706,1.1723,1.1723,,0.03571718073981093
711,11 ago 2022,1.0301,1.0366,1.0276,1.0301,1.0301,,0.063110324036566
450,11 ago 2023,1.0982,1.1004,1.0952,1.0982,1.0982,,0.06501459067009781
5552,11 dic 2003,1.2191,1.2235,1.2123,1.2224,1.2224,,0.07549617871124564
4772,11 dic 2006,1.3184,1.3262,1.3135,1.3251,1.3251,,0.11350505275096903
4513,11 dic 2007,1.4712,1.475,1.4646,1.4665,1.4665,,0.174895262943283
4271,11 dic 2008,1.3016,1.3395,1.3009,1.333,1.333,,0.1374642244367601
4010,11 dic 2009,1.473,1.4777,1.4591,1.4619,1.4619,,0.10318767852800922
3229,11 dic 2012,1.2938,1.3008,1.293,1.2938,1.2938,,0.08180111857425752
2969,11 dic 2013,1.3766,1.3798,1.3744,1.3764,1.3764,,0.07688066727077565
2708,11 dic 2014,1.248,1.2496,1.2374,1.2474,1.2474,,0.08202365512460304
2447,11 dic 2015,1.0948,1.103,1.0928,1.0948,1.0948,,0.13858996356157952
1928,11 dic 2017,1.1769,1.181,1.1769,1.177,1.177,,0.10791631943316116
1667,11 dic 2018,1.1355,1.1399,1.1308,1.1357,1.1357,,0.11056481357104599
1407,11 dic 2019,1.1094,1.1099,1.1072,1.1093,1.1093,,0.06140735297991831
1145,11 dic 2020,1.2143,1.2164,1.2108,1.2144,1.2144,,0.04927903205218515
364,11 dic 2023,1.0766,1.0779,1.0743,1.0766,1.0766,,0.0544313788177399
102,11 dic 2024,1.0533,1.0541,1.0482,1.0533,1.0533,,0.06241372445224191
5270,11 ene 2005,1.3114,1.3171,1.3105,1.3117,1.3117,,0.10798422569986914
5010,11 ene 2006,1.2064,1.2145,1.2048,1.2139,1.2139,,0.1075182635648484
4749,11 ene 2007,1.2939,1.3006,1.2886,1.2895,1.2895,,0.11918871590884834
4491,11 ene 2008,1.4802,1.4816,1.4766,1.479,1.479,,0.15484257166554652
3989,11 ene 2010,1.4465,1.4554,1.4465,1.4511,1.4511,,0.11236987140688398
3728,11 ene 2011,1.2959,1.2986,1.291,1.2965,1.2965,,0.11382873099529685
3467,11 ene 2012,1.2754,1.2788,1.2674,1.2752,1.2752,,0.09828353371750333
3206,11 ene 2013,1.3273,1.3362,1.3252,1.3273,1.3273,,0.09298310061510959
2426,11 ene 2016,1.0939,1.0946,1.0852,1.0941,1.0941,,0.1284288441122158
2164,11 ene 2017,1.0554,1.0567,1.0457,1.0552,1.0552,,0.12538725214311097
1905,11 ene 2018,1.1955,1.2059,1.1931,1.1956,1.1956,,0.11565918467635918
1644,11 ene 2019,1.1515,1.1539,1.146,1.151,1.151,,0.10554128576059815
1124,11 ene 2021,1.2188,1.22,1.2135,1.2186,1.2186,,0.06827539820462646
863,11 ene 2022,1.1333,1.1369,1.1316,1.133,1.133,,0.06336412234064549
602,11 ene 2023,1.0739,1.0775,1.0727,1.0739,1.0739,,0.05649966371581581
341,11 ene 2024,1.0975,1.0991,1.0931,1.0975,1.0975,,0.05565119046346025
5508,11 feb 2004,1.2683,1.2847,1.2658,1.283,1.283,,0.08747030924834008
5247,11 feb 2005,1.2878,1.2897,1.2853,1.2857,1.2857,,0.10235871726433571
4470,11 feb 2008,1.4532,1.4577,1.4486,1.4502,1.4502,,0.15491785888011764
4227,11 feb 2009,1.2918,1.2991,1.2839,1.2868,1.2868,,0.1248598934806527
3966,11 feb 2010,1.375,1.38,1.36,1.3682,1.3682,,0.07387619372977883
3705,11 feb 2011,1.3605,1.3622,1.351,1.3602,1.3602,,0.06819788853036268
3185,11 feb 2013,1.3367,1.3411,1.336,1.3368,1.3368,,0.05936925130065019
2925,11 feb 2014,1.3646,1.3684,1.3631,1.3646,1.3646,,0.033888818214859465
2664,11 feb 2015,1.132,1.1332,1.1289,1.1322,1.1322,,0.10147748518760126
2403,11 feb 2016,1.1284,1.1368,1.1276,1.1281,1.1281,,0.12299793494201398
1623,11 feb 2019,1.1324,1.1331,1.1273,1.1324,1.1324,,0.12080216057670486
1363,11 feb 2020,1.0912,1.0927,1.0893,1.0913,1.0913,,0.11029581587712244
1101,11 feb 2021,1.2119,1.2151,1.2114,1.2121,1.2121,,0.04423592431497441
840,11 feb 2022,1.1412,1.1419,1.1371,1.1416,1.1416,,0.044062398936055916
59,11 feb 2025,1.0302,1.0352,1.0293,1.0302,1.0302,,0.06704272518327531
5141,11 jul 2005,1.1971,1.2085,1.1963,1.2069,1.2069,,0.077524557399576
4881,11 jul 2006,1.2743,1.2779,1.271,1.2767,1.2767,,0.09328485943603115
4620,11 jul 2007,1.3761,1.3781,1.3733,1.3754,1.3754,,0.13109970633071616
4364,11 jul 2008,1.5787,1.5949,1.5768,1.5949,1.5949,,0.2089277075928414
3599,11 jul 2011,1.4205,1.4226,1.3989,1.4202,1.4202,,0.14859302473534783
3337,11 jul 2012,1.2256,1.2296,1.2233,1.2256,1.2256,,0.14345651954512104
3077,11 jul 2013,1.3176,1.3176,1.3009,1.3188,1.3188,,0.13707699296380732
2817,11 jul 2014,1.3606,1.3625,1.3594,1.3605,1.3605,,0.137552808041129
2296,11 jul 2016,1.1047,1.1072,1.102,1.1044,1.1044,,0.12375621196529817
1776,11 jul 2018,1.173,1.1755,1.1698,1.1727,1.1727,,0.10462898737921471
1516,11 jul 2019,1.1261,1.1288,1.1252,1.1259,1.1259,,0.1160759363520273
734,11 jul 2022,1.0166,1.0168,1.0054,1.0166,1.0166,,0.12757357484996626
473,11 jul 2023,1.1006,1.1026,1.0979,1.1006,1.1006,,0.05667841740909819
211,11 jul 2024,1.0833,1.0898,1.0833,1.0833,1.0833,,0.05742549085554226
5421,11 jun 2004,1.2105,1.2111,1.1971,1.2015,1.2015,,0.067179215535759
4642,11 jun 2007,1.3362,1.3364,1.3337,1.3356,1.3356,,0.12425142655116655
4385,11 jun 2008,1.5465,1.5582,1.5458,1.5558,1.5558,,0.19567757408553474
4141,11 jun 2009,1.3984,1.4175,1.3954,1.4111,1.4111,,0.18315368683157854
3880,11 jun 2010,1.2108,1.2152,1.2054,1.2114,1.2114,,0.14774724024495325
3359,11 jun 2012,1.2645,1.2648,1.2488,1.2645,1.2645,,0.13477120241357182
3099,11 jun 2013,1.3224,1.3316,1.3181,1.3224,1.3224,,0.1353907419286856
2839,11 jun 2014,1.354,1.3559,1.3523,1.3541,1.3541,,0.0775814733038755
2578,11 jun 2015,1.1313,1.1321,1.1189,1.1312,1.1312,,0.08897531680190848
1798,11 jun 2018,1.1787,1.182,1.1776,1.1784,1.1784,,0.09424535532321998
1538,11 jun 2019,1.1318,1.1333,1.1305,1.1318,1.1318,,0.10700435505155863
1276,11 jun 2020,1.1369,1.14,1.1326,1.1365,1.1365,,0.09579339747602675
1015,11 jun 2021,1.2173,1.2195,1.2095,1.2173,1.2173,,0.03805972937371027
233,11 jun 2024,1.0764,1.0774,1.0721,1.0764,1.0764,,0.05302798317869603
5487,11 mar 2004,1.2232,1.238,1.2174,1.2351,1.2351,,0.06568498306310253
5227,11 mar 2005,1.3437,1.3478,1.3406,1.3473,1.3473,,0.10308497465683354
4449,11 mar 2008,1.5342,1.5488,1.5288,1.5342,1.5342,,0.17067950374898536
4207,11 mar 2009,1.2715,1.2863,1.2632,1.2807,1.2807,,0.1669805767147781
3946,11 mar 2010,1.3649,1.3688,1.3623,1.3685,1.3685,,0.11427352274258372
3685,11 mar 2011,1.3803,1.3842,1.3754,1.3801,1.3801,,0.09329570193744062
3165,11 mar 2013,1.2989,1.3024,1.2985,1.2988,1.2988,,0.10009941558270848
2905,11 mar 2014,1.3877,1.3877,1.3835,1.3879,1.3879,,0.049692554774330426
2644,11 mar 2015,1.0709,1.0715,1.0561,1.0709,1.0709,,0.13352455953868522
2382,11 mar 2016,1.1179,1.121,1.1084,1.1178,1.1178,,0.14821560309225199
1603,11 mar 2019,1.1231,1.1257,1.1223,1.1232,1.1232,,0.13637205358870286
1342,11 mar 2020,1.1316,1.1366,1.1259,1.1317,1.1317,,0.12610981325812873
1081,11 mar 2021,1.1927,1.1978,1.1917,1.1926,1.1926,,0.04350704540646455
820,11 mar 2022,1.1012,1.1042,1.0935,1.1014,1.1014,,0.034924604507426585
299,11 mar 2024,1.0943,1.0951,1.0915,1.0943,1.0943,,0.03889438262783156
39,11 mar 2025,1.0839,1.093,1.0837,1.0839,1.0839,,0.043915452861153274
5444,11 may 2004,1.1846,1.1891,1.1796,1.1882,1.1882,,0.05362375406478141
5184,11 may 2005,1.2886,1.2903,1.279,1.2814,1.2814,,0.08449664490380754
4924,11 may 2006,1.2777,1.2865,1.2696,1.2852,1.2852,,0.09718299748412838
4663,11 may 2007,1.3484,1.3532,1.3467,1.3521,1.3521,,0.10411163719776997
4164,11 may 2009,1.3624,1.3668,1.3562,1.359,1.359,,0.06896935551388077
3903,11 may 2010,1.2779,1.2801,1.2619,1.263,1.263,,0.044153459660598214
3642,11 may 2011,1.4411,1.4422,1.4266,1.4411,1.4411,,0.07010818069241326
3380,11 may 2012,1.2934,1.2955,1.2909,1.2935,1.2935,,0.06856517337541021
2601,11 may 2015,1.1197,1.1203,1.1135,1.1194,1.1194,,0.11968982830633552
2339,11 may 2016,1.1375,1.1446,1.1374,1.1374,1.1374,,0.13068254282803077
2078,11 may 2017,1.0867,1.0892,1.084,1.0871,1.0871,,0.14899709728716234
1819,11 may 2018,1.1915,1.1968,1.1893,1.1918,1.1918,,0.08083392233462475
1299,11 may 2020,1.084,1.0853,1.0804,1.084,1.084,,0.04404302441931253
1038,11 may 2021,1.2142,1.218,1.2125,1.2141,1.2141,,0.05931641425440474
777,11 may 2022,1.0533,1.0576,1.0507,1.0533,1.0533,,0.0718570316670551
516,11 may 2023,1.0984,1.0999,1.0901,1.0984,1.0984,,0.07049004894309663
5313,11 nov 2004,1.2884,1.2921,1.2863,1.291,1.291,,0.10042700334073568
5053,11 nov 2005,1.1675,1.174,1.1675,1.1735,1.1735,,0.09389607553034433
4293,11 nov 2008,1.2748,1.2797,1.2487,1.2516,1.2516,,0.09999236470851224
4032,11 nov 2009,1.5001,1.5048,1.4956,1.4984,1.4984,,0.1511866793074046
3771,11 nov 2010,1.3772,1.3819,1.3662,1.3776,1.3776,,0.12461304907592917
3510,11 nov 2011,1.3612,1.3742,1.3582,1.361,1.361,,0.1246944746169609
2991,11 nov 2013,1.3345,1.3413,1.3345,1.3348,1.3348,,0.08908059272366713
2730,11 nov 2014,1.2427,1.2442,1.2396,1.243,1.243,,0.09184981219360144
2469,11 nov 2015,1.0738,1.0773,1.0708,1.0738,1.0738,,0.1254571958876813
2207,11 nov 2016,1.089,1.0925,1.0857,1.089,1.089,,0.1342795293408499
1429,11 nov 2019,1.1023,1.1044,1.1017,1.1022,1.1022,,0.11498907774219384
1167,11 nov 2020,1.182,1.1833,1.1747,1.1819,1.1819,,0.07203556066277524
906,11 nov 2021,1.1486,1.1492,1.1455,1.1486,1.1486,,0.04488262470043847
645,11 nov 2022,1.0192,1.0338,1.0166,1.0192,1.0192,,0.06202718758738324
124,11 nov 2024,1.0715,1.0728,1.0629,1.0715,1.0715,,0.06384705944677826
5335,11 oct 2004,1.2412,1.2416,1.2374,1.2384,1.2384,,0.08727913267213631
5076,11 oct 2005,1.2053,1.2057,1.1981,1.1985,1.1985,,0.08993104580733155
4815,11 oct 2006,1.2532,1.2557,1.2506,1.2524,1.2524,,0.10457468622950923
4555,11 oct 2007,1.4141,1.424,1.4138,1.4202,1.4202,,0.1251705436594413
3794,11 oct 2010,1.3987,1.4006,1.3887,1.3978,1.3978,,0.10045495507937825
3533,11 oct 2011,1.3633,1.3674,1.357,1.3635,1.3635,,0.09631613052858709
3271,11 oct 2012,1.286,1.2952,1.283,1.2858,1.2858,,0.07221307360859086
3012,11 oct 2013,1.3527,1.3583,1.3521,1.3527,1.3527,,0.05134213669102308
2230,11 oct 2016,1.1143,1.1143,1.1056,1.1141,1.1141,,0.11302232965215271
1970,11 oct 2017,1.1814,1.1858,1.1796,1.1815,1.1815,,0.10887962160110588
1710,11 oct 2018,1.1532,1.1598,1.1532,1.1533,1.1533,,0.09880932142262752
1450,11 oct 2019,1.1014,1.1062,1.1004,1.1011,1.1011,,0.1013742965450326
929,11 oct 2021,1.1566,1.1587,1.1553,1.1566,1.1566,,0.03297729521959482
668,11 oct 2022,0.971,0.9758,0.9674,0.971,0.971,,0.08444296891985963
407,11 oct 2023,1.0605,1.0634,1.0593,1.0605,1.0605,,0.07678811757036656
145,11 oct 2024,1.0934,1.0954,1.0927,1.0934,1.0934,,0.0683612243892725
4837,11 sept 2006,1.2673,1.2736,1.2654,1.271,1.271,,0.11195771523213752
4577,11 sept 2007,1.3809,1.3847,1.378,1.384,1.384,,0.1676849784566295
4336,11 sept 2008,1.3983,1.4039,1.3897,1.3996,1.3996,,0.15879744960168649
4075,11 sept 2009,1.458,1.458,1.458,1.458,1.458,,0.14423723513711717
3293,11 sept 2012,1.2762,1.287,1.276,1.2762,1.2762,,0.08164942130842057
3033,11 sept 2013,1.3269,1.3314,1.3247,1.3266,1.3266,,0.06980667589851233
2773,11 sept 2014,1.2918,1.2952,1.29,1.2917,1.2917,,0.07667491115091016
2512,11 sept 2015,1.1283,1.1342,1.1256,1.1291,1.1291,,0.11773485889913847
1992,11 sept 2017,1.2015,1.2029,1.1962,1.2018,1.2018,,0.07923368601800702
1732,11 sept 2018,1.1593,1.1643,1.1567,1.1596,1.1596,,0.0847513598710968
1472,11 sept 2019,1.105,1.1058,1.0986,1.105,1.105,,0.07340185964946822
1210,11 sept 2020,1.1826,1.1876,1.1826,1.1824,1.1824,,0.03915127073289272
429,11 sept 2023,1.0718,1.0757,1.0711,1.0718,1.0718,,0.05429670339901191
167,11 sept 2024,1.1021,1.1055,1.1003,1.1021,1.1021,,0.04539605709750896
5465,12 abr 2004,1.2091,1.2096,1.2058,1.2073,1.2073,,0.05797091512129409
5205,12 abr 2005,1.2971,1.3,1.2869,1.2915,1.2915,,0.08740101257994805
4945,12 abr 2006,1.2147,1.2169,1.2078,1.2114,1.2114,,0.08928688033524426
4684,12 abr 2007,1.344,1.3497,1.3436,1.3491,1.3491,,0.09375597047655226
3924,12 abr 2010,1.3637,1.3688,1.357,1.3596,1.3596,,0.07273759000681865
3663,12 abr 2011,1.4434,1.4517,1.438,1.4438,1.4438,,0.08621744023108052
3401,12 abr 2012,1.3119,1.3187,1.3104,1.312,1.312,,0.08433150063884748
3141,12 abr 2013,1.3115,1.3127,1.304,1.3115,1.3115,,0.054042714587628604
2360,12 abr 2016,1.1412,1.1464,1.1353,1.1413,1.1413,,0.11041092790118183
2099,12 abr 2017,1.061,1.0624,1.0597,1.0611,1.0611,,0.15215614677034936
1840,12 abr 2018,1.2376,1.238,1.23,1.2372,1.2372,,0.10988933979235736
1579,12 abr 2019,1.1259,1.1325,1.1258,1.1261,1.1261,,0.09874238198463836
1059,12 abr 2021,1.1896,1.192,1.1873,1.1901,1.1901,,0.06662437992206957
798,12 abr 2022,1.0878,1.0904,1.0852,1.0878,1.0878,,0.07262928472730736
537,12 abr 2023,1.0918,1.0999,1.0915,1.0918,1.0918,,0.06515623531175099
275,12 abr 2024,1.0727,1.073,1.0624,1.0727,1.0727,,0.04696312383136713
5377,12 ago 2004,1.2222,1.2291,1.2219,1.2239,1.2239,,0.06873763888875063
5117,12 ago 2005,1.2471,1.2484,1.239,1.2445,1.2445,,0.08284191571903839
4097,12 ago 2009,1.4203,1.4221,1.4203,1.4217,1.4217,,0.1405512788984865
3836,12 ago 2010,1.2841,1.2932,1.2787,1.2844,1.2844,,0.12530904995250775
3575,12 ago 2011,1.4222,1.4288,1.4151,1.4226,1.4226,,0.09626887866803056
3055,12 ago 2013,1.3339,1.3341,1.3279,1.3339,1.3339,,0.08021282316437917
2795,12 ago 2014,1.3383,1.3385,1.3337,1.3385,1.3385,,0.060382588550011135
2534,12 ago 2015,1.1044,1.121,1.1033,1.1042,1.1042,,0.11852154656432738
2272,12 ago 2016,1.1139,1.122,1.1133,1.1139,1.1139,,0.1446087376336578
1494,12 ago 2019,1.1207,1.123,1.1163,1.1208,1.1208,,0.12242284509028596
1232,12 ago 2020,1.174,1.1813,1.1713,1.1737,1.1737,,0.09785600134892182
971,12 ago 2021,1.1742,1.1751,1.1725,1.1742,1.1742,,0.0339189180251998
710,12 ago 2022,1.0317,1.0327,1.024,1.0317,1.0317,,0.05834203458913859
189,12 ago 2024,1.0914,1.094,1.0913,1.0914,1.0914,,0.060048671925366115
5551,12 dic 2003,1.2227,1.2306,1.2213,1.2279,1.2279,,0.07765685417270142
5032,12 dic 2005,1.1795,1.1982,1.1795,1.1956,1.1956,,0.08060975747389522
4771,12 dic 2006,1.3251,1.3289,1.3226,1.3285,1.3285,,0.11652131564653809
4512,12 dic 2007,1.4663,1.474,1.4653,1.4716,1.4716,,0.1440707638627631
4270,12 dic 2008,1.3329,1.341,1.3255,1.3354,1.3354,,0.10829766848829189
3489,12 dic 2011,1.3371,1.3378,1.3211,1.3372,1.3372,,0.0976347683973283
3228,12 dic 2012,1.3012,1.3052,1.2997,1.3013,1.3013,,0.06686235861828323
2968,12 dic 2013,1.3785,1.3805,1.3748,1.3786,1.3786,,0.06567923568373722
2707,12 dic 2014,1.2391,1.2477,1.2387,1.2395,1.2395,,0.05192326068343513
2186,12 dic 2016,1.0546,1.0627,1.0527,1.0547,1.0547,,0.12676187518335322
1927,12 dic 2017,1.1777,1.1793,1.1719,1.1778,1.1778,,0.12319710629718562
1666,12 dic 2018,1.1323,1.138,1.1316,1.1323,1.1323,,0.12205321380447172
1406,12 dic 2019,1.1133,1.1153,1.1112,1.1136,1.1136,,0.06945744740486896
624,12 dic 2022,1.0522,1.0579,1.0507,1.0522,1.0522,,0.053457338130514676
363,12 dic 2023,1.0767,1.0822,1.0762,1.0767,1.0767,,0.04887603707339797
101,12 dic 2024,1.0507,1.053,1.0465,1.0507,1.0507,,0.036662037586585414
5530,12 ene 2004,1.2848,1.2897,1.2738,1.2741,1.2741,,0.09333827189315304
5269,12 ene 2005,1.3114,1.3291,1.3087,1.3256,1.3256,,0.1331002366639522
5009,12 ene 2006,1.214,1.2161,1.2013,1.2045,1.2045,,0.12025398953880928
4748,12 ene 2007,1.2896,1.2942,1.2871,1.2928,1.2928,,0.10934542971702108
4249,12 ene 2009,1.3427,1.3444,1.3305,1.336,1.336,,0.052193055093565005
3988,12 ene 2010,1.4509,1.4544,1.446,1.4477,1.4477,,0.08755859181142571
3727,12 ene 2011,1.2986,1.3063,1.2967,1.2984,1.2984,,0.08806967128359157
3466,12 ene 2012,1.2724,1.2829,1.2701,1.2724,1.2724,,0.06997855385759162
2686,12 ene 2015,1.187,1.1872,1.1788,1.1871,1.1871,,0.09523117661774355
2425,12 ene 2016,1.0859,1.0902,1.0824,1.0858,1.0858,,0.13463363992702534
2163,12 ene 2017,1.0597,1.0686,1.0575,1.0598,1.0598,,0.10715171487195162
1904,12 ene 2018,1.2042,1.2156,1.2041,1.2042,1.2042,,0.08782111363447881
1123,12 ene 2021,1.2162,1.2178,1.2139,1.2161,1.2161,,0.07235181407539175
862,12 ene 2022,1.137,1.1433,1.1356,1.1366,1.1366,,0.06944933405008336
601,12 ene 2023,1.0766,1.0838,1.0738,1.0766,1.0766,,0.07135655541013784
340,12 ene 2024,1.0982,1.0987,1.0937,1.0982,1.0982,,0.062229880282707165
5507,12 feb 2004,1.2833,1.2847,1.2796,1.2818,1.2818,,0.08556797298054944
4727,12 feb 2007,1.302,1.3037,1.2944,1.2963,1.2963,,0.10384271760696562
4469,12 feb 2008,1.4503,1.4609,1.4502,1.4582,1.4582,,0.15756770608217877
4226,12 feb 2009,1.2866,1.2938,1.2731,1.2891,1.2891,,0.12752139820437902
3965,12 feb 2010,1.3689,1.3689,1.3533,1.3635,1.3635,,0.07481074120739419
3184,12 feb 2013,1.3403,1.3473,1.3368,1.3404,1.3404,,0.06814121366691152
2924,12 feb 2014,1.3639,1.3655,1.3563,1.3639,1.3639,,0.06131082286187056
2663,12 feb 2015,1.1308,1.1398,1.1306,1.1312,1.1312,,0.09789222134572173
2402,12 feb 2016,1.1317,1.1334,1.123,1.1318,1.1318,,0.12329494312420049
1883,12 feb 2018,1.2253,1.2297,1.2236,1.2253,1.2253,,0.11088416027548698
1622,12 feb 2019,1.128,1.132,1.1259,1.1279,1.1279,,0.10247827574661843
1362,12 feb 2020,1.0922,1.0925,1.0887,1.0919,1.0919,,0.049668068212887745
